name,category,row_id,ingredient_number,ingredient,measure,measure_number
Fat Like Buddha,Rum - Daiquiris,913,3,benedictine,.25 oz,0.25
Fat Like Buddha,Rum - Daiquiris,913,4,triple sec,.25 oz,0.25
Cherry Blossom Cocktail,Cocktail Classics,914,4,grenadine,1.5 oz,1.5
Cherry Blossom Cocktail,Cocktail Classics,914,5,lemon juice,2 oz,2
Fair-and-Warmer Cocktail,Rum - Daiquiris,915,1,light rum,1.5 oz,1.5
Fair-and-Warmer Cocktail,Rum - Daiquiris,915,2,sweet vermouth,.75 oz,0.75
Fair-and-Warmer Cocktail,Rum - Daiquiris,915,3,triple sec,.5 oz,0.5
Chelsea Sidecar Cocktail,Cocktail Classics,916,1,lemon juice,.25 oz,0.25
Chelsea Sidecar Cocktail,Cocktail Classics,916,3,old mr. boston dry gin,.75 oz,0.75
Mexican Firing Squad,Tequila,917,1,blanco tequila,2 oz,2
Mexican Firing Squad,Tequila,917,2,simple syrup,1 oz,1
Mexican Firing Squad,Tequila,917,3,lime juice,.75 oz,0.75
Mexican Firing Squad,Tequila,917,5,bitters,2 dash,0.04
Mexicana,Tequila,918,1,blanco tequila,.5 oz,0.5
Mexicana,Tequila,918,2,lemon juice,1 oz,1
Mexicana,Tequila,918,3,pineapple juice,.5 oz,0.5
Mexicana,Tequila,918,4,grenadine,1 oz,1
El Presidente Cocktail No. 2,Rum - Daiquiris,919,1,light rum,1.5 oz,1.5
El Presidente Cocktail No. 2,Rum - Daiquiris,919,2,dry vermouth,.75 oz,0.75
El Presidente Cocktail No. 2,Rum - Daiquiris,919,3,bitters,1 dash,0.02
Margarita Tequila,Shooters,920,2,blanco tequila,1.5 oz,1.5
Margarita Tequila,Shooters,920,4,lime juice,.75 oz,0.75
Lillypad,Tequila,921,1,blanco tequila,1.5 oz,1.5
Lillypad,Tequila,921,4,lime juice,.75 oz,0.75
X. Y. Z. Cocktail,Cocktail Classics,922,1,lemon juice,1 oz,1
La Ultima Palabra,Tequila,923,1,blanco tequila,.75 oz,0.75
La Ultima Palabra,Tequila,923,2,grapefruit juice,.75 oz,0.75
La Ultima Palabra,Tequila,923,3,lime juice,.75 oz,0.75
La Ultima Palabra,Tequila,923,5,maraschino,.75 oz,0.75
Bull's Milk,Brandy,925,1,brandy,1.5 oz,1.5
Bull's Milk,Brandy,925,2,light rum,1 oz,1
Bull's Milk,Brandy,925,3,simple syrup,.25 oz,0.25
La Bomba,Tequila,926,3,triple sec,.75 oz,0.75
La Bomba,Tequila,926,4,pineapple juice,1.5 oz,1.5
La Bomba,Tequila,926,5,orange juice,1.5 oz,1.5
La Bomba,Tequila,926,6,lime juice,2 oz,2
Jinx Cocktail,Tequila,927,1,blanco tequila,1 oz,1
Jinx Cocktail,Tequila,927,2,orange juice,.75 oz,0.75
Jinx Cocktail,Tequila,927,4,grapefruit juice,1 oz,1
The Interesting Cocktail,Tequila,928,1,blanco tequila,2 oz,2
The Interesting Cocktail,Tequila,928,4,lemon juice,.75 oz,0.75
The Interesting Cocktail,Tequila,928,5,grapefruit juice,1 oz,1
Hot Pants,Tequila,929,2,blanco tequila,1.5 oz,1.5
Hot Pants,Tequila,929,4,grapefruit juice,.5 oz,0.5
Hot Pants,Tequila,929,5,simple syrup,2 oz,2
High Plains Drifter No. 1,Tequila,930,2,blanco tequila,2 oz,2
High Plains Drifter No. 1,Tequila,930,3,lime juice,.75 oz,0.75
High Plains Drifter No. 1,Tequila,930,5,bitters,1 dash,0.02
Hairy Sunrise,Tequila,931,1,blanco tequila,.75 oz,0.75
Hairy Sunrise,Tequila,931,2,vodka,.75 oz,0.75
Hairy Sunrise,Tequila,931,3,triple sec,.5 oz,0.5
Hairy Sunrise,Tequila,931,4,orange juice,3 oz,3
Guadalajara,Tequila,932,1,blanco tequila,2 oz,2
Guadalajara,Tequila,932,2,dry vermouth,1 oz,1
Guadalajara,Tequila,932,3,benedictine,.5 oz,0.5
Frostbite,Tequila,933,1,blanco tequila,1 oz,1
Frostbite,Tequila,933,2,white creme de cacao,.75 oz,0.75
Flower Power,Tequila,934,1,blanco tequila,2 oz,2
Flower Power,Tequila,934,2,grapefruit juice,1 oz,1
Flower Power,Tequila,934,4,egg white,1 oz,1
Flower Power,Tequila,934,5,orange juice,3 oz,3
Flower Power,Tequila,934,6,bitters,2 dash,0.04
Cablegram Highball,Cocktail Classics,935,1,lemon juice,.5 oz,0.5
Cablegram Highball,Cocktail Classics,935,2,powdered sugar,1 oz,1
Cabaret Cocktail,Cocktail Classics,936,1,old mr. boston dry gin,1.5 oz,1.5
Cabaret Cocktail,Cocktail Classics,936,2,bitters,2 dash,0.04
Cabaret Cocktail,Cocktail Classics,936,3,dry vermouth,.5 oz,0.5
Cabaret Cocktail,Cocktail Classics,936,4,benedictine,.25 oz,0.25
Bulla's Eye,Brandy,937,1,brandy,1 oz,1
El Oso (The Bear),Tequila,938,3,maraschino,.5 oz,0.5
El Oso (The Bear),Tequila,938,4,bitters,2 dash,0.04
El Ni_o,Tequila,939,1,lime juice,6,6
El Ni_o,Tequila,939,3,simple syrup,.75 oz,0.75
El Ni_o,Tequila,939,4,blanco tequila,2 oz,2
El Molino,Tequila,940,4,white creme de cacao,.25 oz,0.25
Bucks Fizz,Cocktail Classics,941,1,orange juice,2 oz,2
Dirty Daisy,Tequila,942,5,lime juice,1 oz,1
Diablo,Tequila,943,1,blanco tequila,1.5 oz,1.5
Diablo,Tequila,943,3,lime juice,.5 oz,0.5
Count Camillo's Paloma,Tequila,944,1,blanco tequila,.75 oz,0.75
Count Camillo's Paloma,Tequila,944,2,sweet vermouth,.75 oz,0.75
Count Camillo's Paloma,Tequila,944,4,grapefruit juice,2 oz,2
Company B,Tequila,945,2,blanco tequila,1.5 oz,1.5
Company B,Tequila,945,4,triple sec,.5 oz,0.5
Company B,Tequila,945,5,lemon juice,.5 oz,0.5
Chupa Cabra,Tequila,946,1,blanco tequila,2 oz,2
Chupa Cabra,Tequila,946,2,grapefruit juice,.75 oz,0.75
Chupa Cabra,Tequila,946,3,lime juice,.5 oz,0.5
Chupa Cabra,Tequila,946,5,simple syrup,.5 oz,0.5
Chupa Cabra,Tequila,946,6,bitters,1 dash,0.02
Chinchona,Tequila,947,3,orange juice,.5 oz,0.5
Chinchona,Tequila,947,4,bitters,2 dash,0.04
Chapala,Tequila,948,2,orange juice,1.5 oz,1.5
Chapala,Tequila,948,3,lemon juice,.75 oz,0.75
Chapala,Tequila,948,4,grenadine,.25 oz,0.25
Bulldog Cocktail,Brandy,949,1,cherry flavored brandy,1.5 oz,1.5
Bulldog Cocktail,Brandy,949,2,gin,.75 oz,0.75
Bulldog Cocktail,Brandy,949,3,lemon juice,.5 oz,0.5
Boston Sidecar Cocktail,Cocktail Classics,950,4,lime juice,.5 oz,0.5
Catalina Margarita,Tequila,951,1,blanco tequila,1.5 oz,1.5
Catalina Margarita,Tequila,951,4,simple syrup,2 oz,2
Catalina Margarita,Tequila,951,5,lemon juice,2 oz,2
Camino Del Ray,Tequila,952,4,bitters,1 dash,0.02
Cactus Berry,Tequila,953,2,blanco tequila,1.25 oz,1.25
Cactus Berry,Tequila,953,5,lemon juice,.25 oz,0.25
Bolero Cocktail,Cocktail Classics,954,2,apple brandy,.75 oz,0.75
Bolero Cocktail,Cocktail Classics,954,3,sweet vermouth,.25 oz,0.25
Bum's Rush,Tequila,955,1,blanco tequila,1.5 oz,1.5
Bum's Rush,Tequila,955,2,triple sec,.75 oz,0.75
Bum's Rush,Tequila,955,4,lime juice,1 oz,1
Brave Bull,Tequila,956,1,blanco tequila,1.5 oz,1.5
Blue Margarita,Tequila,957,2,blanco tequila,1.5 oz,1.5
Bloody Maria,Tequila,958,1,blanco tequila,1 oz,1
Bloody Maria,Tequila,958,3,lemon juice,.25 oz,0.25
Pineapple Dream Cocktail,Cocktail Classics,959,1,pineapple juice,.5 oz,0.5
Pineapple Dream Cocktail,Cocktail Classics,959,2,lime juice,.5 oz,0.5
Big Red Hooter,Tequila,960,1,blanco tequila,1 oz,1
Big Red Hooter,Tequila,960,2,amaretto,.75 oz,0.75
Big Red Hooter,Tequila,960,3,pineapple juice,2 oz,2
Big Red Hooter,Tequila,960,4,grenadine,.5 oz,0.5
Blood Bronx Cocktail,Cocktail Classics,961,1,old mr. boston dry gin,1.5 oz,1.5
Blood Bronx Cocktail,Cocktail Classics,961,2,dry vermouth,1.5 oz,1.5
Blood Bronx Cocktail,Cocktail Classics,961,3,orange juice,.25 oz,0.25
Bravo,Tequila,962,3,bitters,2 dash,0.04
Amante Picante,Tequila,963,3,blanco tequila,2 oz,2
Amante Picante,Tequila,963,4,lime juice,1 oz,1
Amante Picante,Tequila,963,5,simple syrup,1 oz,1
Brunswick Street Cocktail,Brandy,964,3,egg yolk,1 oz,1
Alamo Splash,Tequila,966,1,blanco tequila,1.5 oz,1.5
Alamo Splash,Tequila,966,2,orange juice,1 oz,1
Alamo Splash,Tequila,966,3,pineapple juice,.5 oz,0.5
Alamo Splash,Tequila,966,4,lemon juice,1 oz,1
Betsy Ross Cocktail,Cocktail Classics,967,2,port,1.5 oz,1.5
Betsy Ross Cocktail,Cocktail Classics,967,6,old mr. boston dry gin,1.25 oz,1.25
Bermuda Rose Cocktail,Cocktail Classics,968,1,old mr. boston dry gin,1.25 oz,1.25
Bermuda Rose Cocktail,Cocktail Classics,968,3,grenadine,1.5 oz,1.5
Yokahama Romance,Gin,969,2,gin,1 oz,1
Yokahama Romance,Gin,969,3,maraschino,.25 oz,0.25
Yale Cocktail,Gin,970,1,gin,1.5 oz,1.5
Yale Cocktail,Gin,970,2,dry vermouth,.5 oz,0.5
Yale Cocktail,Gin,970,4,bitters,1 dash,0.02
Xanthia Cocktail,Gin,971,1,gin,.75 oz,0.75
Xanthia Cocktail,Gin,971,2,cherry flavored brandy,.75 oz,0.75
Woodstock,Gin,972,1,gin,1.5 oz,1.5
Woodstock,Gin,972,2,lemon juice,1 oz,1
Woodstock,Gin,972,4,bitters,1 dash,0.02
Wolf's Bite,Gin,973,1,gin,1.5 oz,1.5
Wolf's Bite,Gin,973,2,grapefruit juice,1 oz,1
Barbary Coast Cocktail,Cocktail Classics,974,1,old mr. boston dry gin,.5 oz,0.5
The Winkle,Gin,975,2,gin,2 oz,2
The Winkle,Gin,975,3,lime juice,1 oz,1
The Winkle,Gin,975,5,simple syrup,.5 oz,0.5
The Winkle,Gin,975,6,lemon juice,4 oz,4
The Wink,Gin,976,2,gin,2 oz,2
The Wink,Gin,976,3,triple sec,.25 oz,0.25
The Wink,Gin,976,4,simple syrup,.25 oz,0.25
The Wink,Gin,976,5,bitters,2 dash,0.04
Will Rogers,Gin,977,1,gin,1.5 oz,1.5
Will Rogers,Gin,977,2,dry vermouth,.5 oz,0.5
Will Rogers,Gin,977,3,orange juice,.5 oz,0.5
Will Rogers,Gin,977,4,triple sec,1 oz,1
Brandy Vermouth Cocktail,Brandy,978,1,brandy,2 oz,2
Brandy Vermouth Cocktail,Brandy,978,2,sweet vermouth,.5 oz,0.5
Brandy Vermouth Cocktail,Brandy,978,3,bitters,1 dash,0.02
White Spider,Gin,979,1,gin,1 oz,1
White Spider,Gin,979,2,lemon juice,.75 oz,0.75
White Spider,Gin,979,3,triple sec,.5 oz,0.5
White Spider,Gin,979,4,simple syrup,.25 oz,0.25
White Lady,Gin,980,1,gin,1.5 oz,1.5
White Lady,Gin,980,2,triple sec,.75 oz,0.75
Western Rose,Gin,981,1,gin,1 oz,1
Western Rose,Gin,981,2,dry vermouth,.5 oz,0.5
Western Rose,Gin,981,3,apricot flavored brandy,.5 oz,0.5
Western Rose,Gin,981,4,lemon juice,1 oz,1
May Blosson Fizz,Cocktail Classics,982,1,grenadine,1 oz,1
May Blosson Fizz,Cocktail Classics,982,2,lemon juice,.5 oz,0.5
Wembly Cocktail,Gin,983,1,gin,1.5 oz,1.5
Wembly Cocktail,Gin,983,2,dry vermouth,.75 oz,0.75
Wembly Cocktail,Gin,983,3,apple brandy,.5 oz,0.5
Wembly Cocktail,Gin,983,4,apricot flavored brandy,.5 oz,0.5
Apple Pie Cocktail,Cocktail Classics,984,2,sweet vermouth,.75 oz,0.75
Apple Pie Cocktail,Cocktail Classics,984,4,grenadine,.5 oz,0.5
Apple Pie Cocktail,Cocktail Classics,984,5,lemon juice,1 oz,1
Water Lily,Gin,985,1,gin,.75 oz,0.75
Water Lily,Gin,985,2,triple sec,.75 oz,0.75
Water Lily,Gin,985,4,lemon juice,.75 oz,0.75
Wallis Blue Cocktail,Gin,986,1,lime juice,1,1
Wallis Blue Cocktail,Gin,986,2,gin,1 oz,1
Wallis Blue Cocktail,Gin,986,3,triple sec,1 oz,1
Minnehaha Cocktail,Cocktail Classics,987,1,orange juice,.25 oz,0.25
Minnehaha Cocktail,Cocktail Classics,987,2,dry vermouth,.5 oz,0.5
Minnehaha Cocktail,Cocktail Classics,987,3,sweet vermouth,.5 oz,0.5
Minnehaha Cocktail,Cocktail Classics,987,4,old mr. boston dry gin,1 oz,1
Wallick Cocktail,Gin,988,1,gin,1.5 oz,1.5
Wallick Cocktail,Gin,988,2,dry vermouth,1.5 oz,1.5
Wallick Cocktail,Gin,988,3,triple sec,1 oz,1
Waikiki Beachcomber,Gin,989,1,gin,.75 oz,0.75
Waikiki Beachcomber,Gin,989,2,triple sec,.75 oz,0.75
Waikiki Beachcomber,Gin,989,3,pineapple juice,.5 oz,0.5
Vow Of Silence,Gin,990,1,gin,1.5 oz,1.5
Vow Of Silence,Gin,990,2,grapefruit juice,.75 oz,0.75
Vow Of Silence,Gin,990,3,lime juice,.5 oz,0.5
Vow Of Silence,Gin,990,6,simple syrup,.25 oz,0.25
